,gene_id,hacat_stim_1,hacat_stim_2,hacat_unstim_1,hacat_unstim_2,myla_1,myla_2,naive_T_1,naive_T_2,GM12878,hacat_stim,hacat_unstim,myla,naive_T,gene_name
115,ENSG00000164587,,,,,,,0.00045771843470199995,0.0006751575728390001,,,,,5.158996661669999e-06,RPS14
116,ENSG00000165055,,,,,,,,0.00524464110459,,,,,,METTL2B
117,ENSG00000167173,,0.00110850071043,,0.0069921683114499995,,,3.38354659939e-05,0.000153799249309,,1.23967405896e-05,,,7.90239474653e-06,C15orf39
118,ENSG00000167861,,,0.008273312695020001,0.00048811516671499994,,,0.0042321934376700005,,,,3.550803602740001e-06,,4.28815474675e-05,HID1
119,ENSG00000167862,,,,,,,,,0.00279807431741,,,,,MRPL58
120,ENSG00000167863,3.6294870124900004e-08,3.4590959033299997e-09,,0.00024452206184400003,,,1.6679236079e-05,1.53355811178e-05,1.1215781937e-08,7.38521615254e-15,4.12029117158e-05,,1.05165584992e-05,ATP5PD
121,ENSG00000169020,,0.0033815943098299997,,,,,,,0.000638735357376,0.000431994373532,7.609985241699999e-05,,,ATP5ME
122,ENSG00000169375,,,,,,,0.00036987347464999997,4.3611746987300005e-10,2.5496824944799997e-06,,,,9.28875043818e-09,SIN3A
123,ENSG00000171316,,3.5073837390200002e-19,,7.102324809340001e-17,,,3.07807978948e-09,3.09531091013e-09,3.16965872588e-08,9.30459688528e-18,3.50265485412e-17,0.0008279858677939999,4.69992559179e-11,CHD7
124,ENSG00000171992,,0.0055233429393399995,,,,,,,,0.0026986737798400003,,,,SYNPO
125,ENSG00000172057,1.0,5.49770993768e-10,1.0,6.34959248686e-07,0.0020198728061099997,1.0,0.0030668189518699997,1.0,7.32750001138e-30,2.9209568431299998e-08,9.802891578770001e-10,0.0006725470881180001,0.000324437898476,ORMDL3
126,ENSG00000173559,,,,,,,1.48872716525e-05,0.000674623743064,,,,,5.846947579e-09,NABP1
127,ENSG00000173812,,,,,,,,,,,,,0.00758756344746,EIF1
128,ENSG00000173991,,,,,,,0.00818401312736,,,,,,0.0008290428612260001,TCAP
129,ENSG00000174775,,,,,,,,,5.287712848989997e-13,,0.00662835151041,,,HRAS
130,ENSG00000176142,1.0,0.00358974480784,1.0,0.00036277424588300017,1.0,0.00808233548943,1.81322332858e-13,2.70515695808e-13,1.0,0.0029780550910799997,2.54850336488e-06,1.0,4.93183202418e-17,TMEM39A
131,ENSG00000177030,,,0.00264783431087,,,,3.16184621653e-05,3.67242317858e-07,1.0040940406999999e-08,7.21310951009e-05,0.0030424331649299995,0.000172511605682,9.548266647e-05,DEAF1
132,ENSG00000177042,,,0.00264783431087,,,,3.16184621653e-05,3.67242317858e-07,1.0040940406999999e-08,7.21310951009e-05,0.0030424331649299995,0.000172511605682,9.548266647e-05,TMEM80
133,ENSG00000177106,,,0.00264783431087,,0.0010877066671700002,0.006289688456720001,3.16184621653e-05,3.67242317858e-07,1.0040940406999999e-08,7.21310951009e-05,0.0030424331649299995,2.27381161463e-05,9.548266647e-05,EPS8L2
134,ENSG00000177156,,,,0.0008815892941149998,,,0.00619900560449,,3.70606272931e-06,0.00858293717682,6.56569693759e-06,,0.000572618584498,TALDO1
135,ENSG00000177225,,,,,,,2.52552261699e-05,,,0.006712327275470001,,,5.54340110035e-05,GATD1
136,ENSG00000177303,,2.3523853851300002e-07,,,,,,,,3.99431353373e-07,0.00019159187542400002,,,CASKIN2
137,ENSG00000177542,,,,,,,0.00345306131776,0.00388628937073,0.007728507781359998,7.56303237157e-05,0.0014684380493800002,,2.2213473225e-06,SLC25A22
138,ENSG00000177556,,0.005897455158449999,,,0.0030457049647,,,,,,,0.00015793476444299999,,ATOX1
139,ENSG00000177595,,0.00211514481361,,,,,0.00345306131776,0.00388628937073,0.000662107775351,0.00032384753592799994,0.0014684380493800002,,2.2213473225e-06,PIDD1
140,ENSG00000177600,,0.00211514481361,,,,,,0.00705803106812,0.000662107775351,0.00032384753592799994,0.00361924005137,,0.000133178983515,RPLP2
141,ENSG00000177728,,,,0.000817891392508,,,0.00138573416248,,,,8.84798287352e-06,,0.00047926197621599994,TMEM94
142,ENSG00000177885,4.22056949675e-05,5.30240338372e-08,,1.26235112444e-05,8.65812204316e-21,5.0556913982599986e-20,5.67057571026e-05,4.0922049979899996e-11,5.9641074932099995e-34,6.2221457789e-11,2.15819403258e-07,7.02378947043e-38,2.0487599176700002e-08,GRB2
143,ENSG00000177951,,,,0.00601846160381,,,0.0006006149454659999,,,5.68819374394e-05,5.71610784904e-05,,6.73889046309e-05,BET1L
144,ENSG00000177963,,,,0.00601846160381,,,0.0006006149454659999,,,5.68819374394e-05,5.71610784904e-05,,6.73889046309e-05,RIC8A
145,ENSG00000178718,,8.50204990738e-14,0.00129389979368,0.000146032925289,,,,,1.89749927833e-06,1.21591229709e-17,2.8296958313299997e-07,,,RPP25
146,ENSG00000178741,,5.58522041589e-05,0.00134359634169,,6.52586134001e-07,0.00286526860705,0.000411573913448,0.00202054256406,1.19751053246e-05,4.3399726375699995e-06,0.00114527385825,9.950789086220001e-09,9.901456517239999e-07,COX5A
147,ENSG00000178761,0.000477711549938,0.000144593790049,9.30841998809e-05,0.0018032712854200003,,,,,3.26565571317e-06,1.33362828e-08,4.6685415640699995e-09,0.0016271374041699998,,FAM219B
148,ENSG00000178950,,7.02581787717e-07,,1.47096990545e-11,,,,,1.64587101873e-08,5.8608110381599996e-08,8.79757742946e-12,1.71483881577e-05,,GAK
149,ENSG00000179335,,,,,3.05776915563e-07,0.0008498882678450001,,1.40930670113e-11,9.735599182069999e-06,,,5.164524271569999e-12,1.50037292404e-10,CLK3
150,ENSG00000180901,3.6294870124900004e-08,4.79712300549e-11,0.00434023686853,0.00024452206184400003,,,4.88103724627e-10,1.53355811178e-05,1.1215781937e-08,7.38521615254e-15,4.12029117158e-05,0.00970835957665,2.37141711297e-09,KCTD2
151,ENSG00000181038,,,,,,,,,,,,,0.00848503804097,METTL23
152,ENSG00000182173,,2.3523853851300002e-07,,,,,,0.00201190695326,,3.99431353373e-07,0.00019159187542400002,,0.0029144979190300004,TSEN54
153,ENSG00000184281,,2.81868102662e-05,,0.00500371993695,,,,,,1.28236972702e-08,0.0008579836467389999,,0.007006388132890001,TSSC4
154,ENSG00000184524,,,,,,,,,0.007728507781359998,,,,,CEND1
155,ENSG00000185278,,,,,,,,,,,5.17090521489e-06,,,ZBTB37
156,ENSG00000185507,,1.64981861831e-05,,2.42839787253e-05,,,0.00024171156608099998,0.0021471744034,3.4764184389200003e-17,2.12207121009e-05,5.76259374074e-07,,2.37160113386e-06,IRF7
157,ENSG00000185522,,6.06457650404e-05,,2.00956550597e-07,,,0.00116590216153,0.00051264665551,3.19201431496e-08,6.82132609494e-06,2.04408380084e-05,,2.81089050177e-05,LMNTD2
158,ENSG00000185627,,,,,,,,,,,,,0.00127464116017,PSMD13
159,ENSG00000186075,,,,,,,,,8.893208814119992e-128,,,,,ZPBP2
